Value,Avg3,Stdev3,Minimum3,Maximum3,Fluctuation3,Avg5,Stdev5,Minimum5,Maximum5,Fluctuation5,Avg7,Stdev7,Minimum7,Maximum7,Fluctuation7,Hour,Minute,Second,Microsecond,
12.4,11.5,0.26457513110645914,11.2,11.7,0.5,11.68,0.4438468204234433,11.2,12.4,1.200000000000001,11.885714285714286,0.5177791402666181,11.2,12.6,1.4000000000000004,7,50,19,760216,
12.5,11.766666666666666,0.6027713773341714,11.2,12.4,1.200000000000001,11.86,0.5272570530585632,11.2,12.4,1.200000000000001,11.857142857142858,0.4755948656056712,11.2,12.4,1.200000000000001,7,50,19,860869,
11.2,12.2,0.43588989435406783,11.7,12.5,0.8000000000000007,11.879999999999999,0.5540758070878031,11.2,12.5,1.3000000000000007,11.9,0.5228129047119378,11.2,12.5,1.3000000000000007,7,50,19,961410,
12.6,12.033333333333333,0.7234178138070241,11.2,12.5,1.3000000000000007,11.799999999999999,0.6284902544988272,11.2,12.5,1.3000000000000007,11.857142857142858,0.571130874835599,11.2,12.5,1.3000000000000007,7,50,20,62202,
12.8,12.1,0.7810249675906658,11.2,12.6,1.4000000000000004,12.08,0.6058052492344388,11.2,12.6,1.4000000000000004,11.885714285714286,0.6067085281214024,11.2,12.6,1.4000000000000004,7,50,20,162725,
11.8,12.2,0.8717797887081353,11.2,12.8,1.6000000000000014,12.3,0.6324555320336763,11.2,12.8,1.6000000000000014,12.057142857142857,0.6778818551368743,11.2,12.8,1.6000000000000014,7,50,20,263398,
11.8,12.4,0.5291502622129179,11.8,12.8,1.0,12.18,0.6648308055437867,11.2,12.8,1.6000000000000014,12.142857142857142,0.58268671644702,11.2,12.8,1.6000000000000014,7,50,20,364052,
11.8,12.133333333333335,0.5773502691896257,11.8,12.8,1.0,12.040000000000001,0.6542170893518453,11.2,12.8,1.6000000000000014,12.157142857142857,0.5711308748355988,11.2,12.8,1.6000000000000014,7,50,20,464662,
11.3,11.8,0.0,11.8,11.8,0.0,12.16,0.4979959839195491,11.8,12.8,1.0,12.071428571428571,0.5736267244886862,11.2,12.8,1.6000000000000014,7,50,20,565331,
12.7,11.633333333333335,0.28867513459481287,11.3,11.8,0.5,11.9,0.5477225575051661,11.3,12.8,1.5,11.9,0.6027713773341709,11.2,12.8,1.6000000000000014,7,50,20,666054,
11.5,11.933333333333334,0.7094598884597579,11.3,12.7,1.3999999999999986,11.88,0.5069516742254624,11.3,12.7,1.3999999999999986,12.114285714285714,0.5785861256216781,11.3,12.8,1.5,7,50,20,766713,
11.4,11.833333333333334,0.7571877794400358,11.3,12.7,1.3999999999999986,11.82,0.5357238094391544,11.3,12.7,1.3999999999999986,11.957142857142857,0.5740416444159859,11.3,12.8,1.5,7,50,20,867386,
12.9,11.866666666666667,0.723417813807023,11.4,12.7,1.299999999999999,11.74,0.5683308895353124,11.3,12.7,1.3999999999999986,11.757142857142858,0.46496287614225273,11.3,12.7,1.3999999999999986,7,50,20,967915,
11.4,11.933333333333334,0.8386497083606084,11.4,12.9,1.5,11.96,0.7733045971672479,11.3,12.9,1.5999999999999996,11.914285714285715,0.6362090102803515,11.3,12.9,1.5999999999999996,7,50,21,68448,
12.8,11.9,0.8660254037844386,11.4,12.9,1.5,11.98,0.7529940238806678,11.4,12.9,1.5,11.857142857142858,0.665475125648692,11.3,12.9,1.5999999999999996,7,50,21,169088,
12.0,12.366666666666667,0.8386497083606084,11.4,12.9,1.5,12.0,0.7778174593052024,11.4,12.9,1.5,12.0,0.7527726527090809,11.3,12.9,1.5999999999999996,7,50,21,269768,
12.3,12.066666666666666,0.7023769168568494,11.4,12.8,1.4000000000000004,12.1,0.7280109889280519,11.4,12.9,1.5,12.1,0.687992248018343,11.4,12.9,1.5,7,50,21,370334,
11.5,12.366666666666667,0.40414518843273833,12.0,12.8,0.8000000000000007,12.280000000000001,0.6140032573203502,11.4,12.9,1.5,12.042857142857143,0.645128263363555,11.4,12.9,1.5,7,50,21,471088,
12.9,11.933333333333334,0.40414518843273833,11.5,12.3,0.8000000000000007,12.0,0.5787918451395115,11.4,12.8,1.4000000000000004,12.042857142857143,0.645128263363555,11.4,12.9,1.5,7,50,21,571820,
11.1,12.233333333333334,0.7023769168568494,11.5,12.9,1.4000000000000004,12.3,0.5787918451395115,11.5,12.9,1.4000000000000004,12.257142857142858,0.645128263363555,11.4,12.9,1.5,7,50,21,672600,
12.3,11.833333333333334,0.945163125250522,11.1,12.9,1.8000000000000007,11.96,0.6985699678629196,11.1,12.9,1.8000000000000007,12.0,0.7023769168568496,11.1,12.9,1.8000000000000007,7,50,21,773271,
12.9,12.1,0.9165151389911684,11.1,12.9,1.8000000000000007,12.02,0.715541752799933,11.1,12.9,1.8000000000000007,12.128571428571428,0.6550172662209902,11.1,12.9,1.8000000000000007,7,50,21,874095,
12.7,12.1,0.9165151389911684,11.1,12.9,1.8000000000000007,12.14,0.8173126696681022,11.1,12.9,1.8000000000000007,12.142857142857142,0.6729466121893647,11.1,12.9,1.8000000000000007,7,50,21,974569,
12.4,12.633333333333333,0.305505046330389,12.3,12.9,0.5999999999999996,12.38,0.7563068160475617,11.1,12.9,1.8000000000000007,12.242857142857144,0.6996597812678743,11.1,12.9,1.8000000000000007,7,50,22,75200,
12.1,12.666666666666666,0.25166114784235827,12.4,12.9,0.5,12.28,0.7014271166700075,11.1,12.9,1.8000000000000007,12.257142857142858,0.7020378500174639,11.1,12.9,1.8000000000000007,7,50,22,175614,
11.5,12.4,0.2999999999999998,12.1,12.7,0.5999999999999996,12.48,0.3193743884534262,12.1,12.9,0.8000000000000007,12.342857142857143,0.6267831705280089,11.1,12.9,1.8000000000000007,7,50,22,276238,
12.9,12.0,0.4582575694955841,11.5,12.4,0.9000000000000004,12.32,0.5495452665613635,11.5,12.9,1.4000000000000004,12.142857142857142,0.6425396041156863,11.1,12.9,1.8000000000000007,7,50,22,376888,
11.2,12.166666666666666,0.7023769168568494,11.5,12.9,1.4000000000000004,12.32,0.5495452665613635,11.5,12.9,1.4000000000000004,12.4,0.5,11.5,12.9,1.4000000000000004,7,50,22,477417,
11.6,11.866666666666667,0.9073771725877471,11.2,12.9,1.700000000000001,12.02,0.6833739825307958,11.2,12.9,1.700000000000001,12.242857142857142,0.677881855136874,11.2,12.9,1.700000000000001,7,50,22,578155,
11.8,11.9,0.8888194417315594,11.2,12.9,1.700000000000001,11.86,0.6655824516917498,11.2,12.9,1.700000000000001,12.057142857142857,0.645128263363555,11.2,12.9,1.700000000000001,7,50,22,678983,
12.3,11.533333333333333,0.30550504633039,11.2,11.8,0.6000000000000014,11.8,0.6519202405202652,11.2,12.9,1.700000000000001,11.928571428571429,0.5822779568622012,11.2,12.9,1.700000000000001,7,50,22,779633,
12.9,11.9,0.36055512754639935,11.6,12.3,0.7000000000000011,11.96,0.6580273550544845,11.2,12.9,1.700000000000001,11.914285714285715,0.5698788509515905,11.2,12.9,1.700000000000001,7,50,22,880282,
12.4,12.333333333333334,0.55075705472861,11.8,12.9,1.0999999999999996,11.96,0.6580273550544845,11.2,12.9,1.700000000000001,12.028571428571428,0.682432623571211,11.2,12.9,1.700000000000001,7,50,22,980891,
11.3,12.533333333333333,0.3214550253664317,12.3,12.9,0.5999999999999996,12.200000000000001,0.5147815070493502,11.6,12.9,1.3000000000000007,12.157142857142857,0.6502746672423456,11.2,12.9,1.700000000000001,7,50,23,81606,
13.0,12.200000000000001,0.8185352771872448,11.3,12.9,1.5999999999999996,12.14,0.6107372593840987,11.3,12.9,1.5999999999999996,11.928571428571429,0.6264031867582992,11.2,12.9,1.700000000000001,7,50,23,182251,
12.7,12.233333333333334,0.8621678104251705,11.3,13.0,1.6999999999999993,12.38,0.6760177512462225,11.3,13.0,1.6999999999999993,12.185714285714287,0.6466028441750299,11.3,13.0,1.6999999999999993,7,50,23,282918,
11.6,12.333333333333334,0.9073771725877461,11.3,13.0,1.6999999999999993,12.46,0.6877499545619756,11.3,13.0,1.6999999999999993,12.342857142857143,0.6133436852128469,11.3,13.0,1.6999999999999993,7,50,23,383590,
12.9,12.433333333333334,0.7371114795831994,11.6,13.0,1.4000000000000004,12.2,0.7245688373094716,11.3,13.0,1.6999999999999993,12.314285714285715,0.6466028441750298,11.3,13.0,1.6999999999999993,7,50,23,484246,
12.0,12.4,0.7000000000000002,11.6,12.9,1.3000000000000007,12.3,0.7905694150420947,11.3,13.0,1.6999999999999993,12.4,0.6831300510639732,11.3,13.0,1.6999999999999993,7,50,23,584951,
11.7,12.166666666666666,0.6658328118479396,11.6,12.9,1.3000000000000007,12.44,0.610737259384099,11.6,13.0,1.4000000000000004,12.271428571428572,0.6575568054403758,11.3,13.0,1.6999999999999993,7,50,23,685698,
12.6,12.2,0.6244997998398403,11.7,12.9,1.200000000000001,12.18,0.5890670590009258,11.6,12.9,1.3000000000000007,12.17142857142857,0.6872997543873796,11.3,13.0,1.6999999999999993,7,50,23,786390,
12.0,12.1,0.4582575694955841,11.7,12.6,0.9000000000000004,12.16,0.5683308895353131,11.6,12.9,1.3000000000000007,12.357142857142858,0.5798193478924935,11.6,13.0,1.4000000000000004,7,50,23,887086,
11.6,12.1,0.4582575694955841,11.7,12.6,0.9000000000000004,12.24,0.49295030175464977,11.7,12.9,1.200000000000001,12.214285714285714,0.51455019654248,11.6,12.9,1.3000000000000007,7,50,23,987770,
11.9,12.066666666666666,0.5033222956847166,11.6,12.6,1.0,11.98,0.3898717737923586,11.6,12.6,1.0,12.057142857142857,0.5094347941825428,11.6,12.9,1.3000000000000007,7,50,24,88487,
11.1,11.833333333333334,0.20816659994661352,11.6,12.0,0.40000000000000036,11.959999999999999,0.39115214431215894,11.6,12.6,1.0,12.1,0.4760952285695235,11.6,12.9,1.3000000000000007,7,50,24,189195,
11.1,11.533333333333333,0.40414518843273833,11.1,11.9,0.8000000000000007,11.84,0.5504543577809154,11.1,12.6,1.5,11.842857142857143,0.45773770821706355,11.1,12.6,1.5,7,50,24,289955,
11.0,11.366666666666667,0.46188021535170104,11.1,11.9,0.8000000000000007,11.54,0.427784992724149,11.1,12.0,0.9000000000000004,11.714285714285714,0.5273473599964621,11.1,12.6,1.5,7,50,24,390641,
11.9,11.066666666666666,0.05773502691896237,11.0,11.1,0.09999999999999964,11.34,0.3911521443121591,11.0,11.9,0.9000000000000004,11.614285714285714,0.5928141120356123,11.0,12.6,1.5999999999999996,7,50,24,491307,
12.9,11.333333333333334,0.493288286231625,11.0,11.9,0.9000000000000004,11.4,0.45825756949558427,11.0,11.9,0.9000000000000004,11.514285714285714,0.4375255094603875,11.0,12.0,1.0,7,50,24,592027,
11.4,11.933333333333334,0.950438495292217,11.0,12.9,1.9000000000000004,11.6,0.8124038404635964,11.0,12.9,1.9000000000000004,11.642857142857142,0.6729466121893647,11.0,12.9,1.9000000000000004,7,50,24,692703,
12.7,12.066666666666666,0.7637626158259734,11.4,12.9,1.5,11.66,0.7765307463326873,11.0,12.9,1.9000000000000004,11.614285714285714,0.6792853387410711,11.0,12.9,1.9000000000000004,7,50,24,793448,
11.7,12.333333333333334,0.8144527815247075,11.4,12.9,1.5,11.98,0.8167006795638165,11.0,12.9,1.9000000000000004,11.728571428571428,0.7931252228038262,11.0,12.9,1.9000000000000004,7,50,24,894139,
11.0,11.933333333333334,0.6806859285554041,11.4,12.7,1.299999999999999,12.12,0.6496152707564685,11.4,12.9,1.5,11.814285714285715,0.744823405084658,11.0,12.9,1.9000000000000004,7,50,24,994742,
11.1,11.799999999999999,0.8544003745317528,11.0,12.7,1.6999999999999993,11.94,0.8264381404557753,11.0,12.9,1.9000000000000004,11.8,0.7615773105863908,11.0,12.9,1.9000000000000004,7,50,25,95409,
11.3,11.266666666666666,0.3785938897200179,11.0,11.7,0.6999999999999993,11.58,0.6833739825307952,11.0,12.7,1.6999999999999993,11.814285714285715,0.744823405084658,11.0,12.9,1.9000000000000004,7,50,25,196419,
12.6,11.133333333333333,0.15275252316519508,11.0,11.3,0.3000000000000007,11.56,0.6913754406977438,11.0,12.7,1.6999999999999993,11.728571428571428,0.7674943772091226,11.0,12.9,1.9000000000000004,7,50,25,297166,
11.7,11.666666666666666,0.8144527815247075,11.1,12.6,1.5,11.54,0.6503845016603638,11.0,12.6,1.5999999999999996,11.685714285714285,0.6962484504556576,11.0,12.7,1.6999999999999993,7,50,25,397956,
11.3,11.866666666666667,0.6658328118479389,11.3,12.6,1.299999999999999,11.54,0.6503845016603638,11.0,12.6,1.5999999999999996,11.728571428571428,0.6848705126136025,11.0,12.7,1.6999999999999993,7,50,25,498663,
12.1,11.866666666666667,0.6658328118479389,11.3,12.6,1.299999999999999,11.6,0.5999999999999998,11.1,12.6,1.5,11.528571428571428,0.5437961803049792,11.0,12.6,1.5999999999999996,7,50,25,599299,
12.8,11.7,0.39999999999999947,11.3,12.1,0.7999999999999989,11.8,0.5567764362830018,11.3,12.6,1.299999999999999,11.585714285714285,0.5843188953205014,11.0,12.6,1.5999999999999996,7,50,25,699996,
12.7,12.066666666666666,0.7505553499465134,11.3,12.8,1.5,12.1,0.6204836822995429,11.3,12.8,1.5,11.842857142857143,0.6729466121893645,11.1,12.8,1.700000000000001,7,50,25,800611,
11.2,12.533333333333333,0.37859388972001856,12.1,12.8,0.7000000000000011,12.12,0.6418722614352484,11.3,12.8,1.5,12.071428571428571,0.6499084184567484,11.3,12.8,1.5,7,50,25,901238,
12.2,12.233333333333333,0.8962886439832506,11.2,12.8,1.6000000000000014,12.02,0.752994023880668,11.2,12.8,1.6000000000000014,12.057142857142857,0.6704653678780207,11.2,12.8,1.6000000000000014,7,50,26,1984,
11.4,12.033333333333333,0.7637626158259734,11.2,12.7,1.5,12.2,0.6363961030678931,11.2,12.8,1.6000000000000014,12.0,0.6324555320336759,11.2,12.8,1.6000000000000014,7,50,26,102614,
11.5,11.6,0.5291502622129179,11.2,12.2,1.0,12.06,0.73348483283569,11.2,12.8,1.6000000000000014,11.957142857142857,0.6654751256486923,11.2,12.8,1.6000000000000014,7,50,26,203263,
12.8,11.7,0.43588989435406683,11.4,12.2,0.7999999999999989,11.799999999999999,0.6284902544988265,11.2,12.7,1.5,11.985714285714286,0.6362090102803518,11.2,12.8,1.6000000000000014,7,50,26,303912,
11.1,11.9,0.7810249675906658,11.4,12.8,1.4000000000000004,11.82,0.6648308055437867,11.2,12.8,1.6000000000000014,12.085714285714285,0.7081162132224991,11.2,12.8,1.6000000000000014,7,50,26,404546,
11.1,11.8,0.8888194417315594,11.1,12.8,1.700000000000001,11.8,0.6892024376045113,11.1,12.8,1.700000000000001,11.842857142857143,0.7138093649734568,11.1,12.8,1.700000000000001,7,50,26,505181,
11.6,11.666666666666666,0.9814954576223643,11.1,12.8,1.700000000000001,11.58,0.704982269280583,11.1,12.8,1.700000000000001,11.614285714285714,0.6466028441750302,11.1,12.8,1.700000000000001,7,50,26,605918,
11.0,11.266666666666666,0.28867513459481287,11.1,11.6,0.5,11.62,0.6978538528947165,11.1,12.8,1.700000000000001,11.67142857142857,0.621059003408119,11.1,12.8,1.700000000000001,7,50,26,706573,
11.1,11.233333333333333,0.3214550253664317,11.0,11.6,0.5999999999999996,11.52,0.7529940238806684,11.0,12.8,1.8000000000000007,11.5,0.616441400296898,11.0,12.8,1.8000000000000007,7,50,26,807227,
11.4,11.233333333333333,0.3214550253664317,11.0,11.6,0.5999999999999996,11.18,0.23874672772626637,11.0,11.6,0.5999999999999996,11.457142857142857,0.6347102826149449,11.0,12.8,1.8000000000000007,7,50,26,907888,
11.0,11.166666666666666,0.20816659994661352,11.0,11.4,0.40000000000000036,11.24,0.2509980079602227,11.0,11.6,0.5999999999999996,11.442857142857143,0.6347102826149449,11.0,12.8,1.8000000000000007,7,50,27,8550,
12.5,11.166666666666666,0.20816659994661352,11.0,11.4,0.40000000000000036,11.22,0.2683281572999748,11.0,11.6,0.5999999999999996,11.185714285714285,0.22677868380553634,11.0,11.6,0.5999999999999996,7,50,27,109186,
12.5,11.633333333333333,0.7767453465154028,11.0,12.5,1.5,11.4,0.6363961030678928,11.0,12.5,1.5,11.385714285714286,0.5398412465054625,11.0,12.5,1.5,7,50,27,210117,
11.2,12.0,0.8660254037844386,11.0,12.5,1.5,11.7,0.744983221287567,11.0,12.5,1.5,11.585714285714285,0.6618876325292974,11.0,12.5,1.5,7,50,27,310812,
12.8,12.066666666666666,0.7505553499465139,11.2,12.5,1.3000000000000007,11.72,0.7259476565152615,11.0,12.5,1.5,11.528571428571428,0.6775305299745681,11.0,12.5,1.5,7,50,27,411447,
12.3,12.166666666666666,0.8504900548115389,11.2,12.8,1.6000000000000014,12.0,0.8336666000266536,11.0,12.8,1.8000000000000007,11.785714285714286,0.7776643908280134,11.0,12.8,1.8000000000000007,7,50,27,512097,
12.0,12.1,0.8185352771872457,11.2,12.8,1.6000000000000014,12.26,0.6188699378706325,11.2,12.8,1.6000000000000014,11.957142857142857,0.7322502824789325,11.0,12.8,1.8000000000000007,7,50,27,612772,
11.5,12.366666666666667,0.40414518843273833,12.0,12.8,0.8000000000000007,12.16,0.6107372593840993,11.2,12.8,1.6000000000000014,12.042857142857143,0.6900655593423545,11.0,12.8,1.8000000000000007,7,50,27,713457,
11.5,11.933333333333334,0.40414518843273833,11.5,12.3,0.8000000000000007,11.96,0.6348228099241556,11.2,12.8,1.6000000000000014,12.114285714285714,0.5814595756329398,11.2,12.8,1.6000000000000014,7,50,27,814160,
11.5,11.666666666666666,0.28867513459481287,11.5,12.0,0.5,12.02,0.5540758070878031,11.5,12.8,1.3000000000000007,11.971428571428572,0.5936168397046641,11.2,12.8,1.6000000000000014,7,50,27,914852,
12.4,11.5,0.0,11.5,11.5,0.0,11.76,0.3714835124201345,11.5,12.3,0.8000000000000007,11.82857142857143,0.5648430038936656,11.2,12.8,1.6000000000000014,7,50,28,15490,
11.2,11.8,0.5196152422706635,11.5,12.4,0.9000000000000004,11.78,0.4086563348340511,11.5,12.4,0.9000000000000004,12.0,0.5228129047119378,11.5,12.8,1.3000000000000007,7,50,28,116200,
11.6,11.7,0.6244997998398403,11.2,12.4,1.200000000000001,11.62,0.45497252664309334,11.2,12.4,1.200000000000001,11.771428571428572,0.46084807950229406,11.2,12.4,1.200000000000001,7,50,28,217099,
11.4,11.733333333333333,0.6110100926607792,11.2,12.4,1.200000000000001,11.64,0.4505552130427527,11.2,12.4,1.200000000000001,11.67142857142857,0.3988077469754308,11.2,12.4,1.200000000000001,7,50,28,317640,
12.9,11.4,0.20000000000000018,11.2,11.6,0.40000000000000036,11.62,0.46043457732885384,11.2,12.4,1.200000000000001,11.585714285714285,0.38047589248453695,11.2,12.4,1.200000000000001,7,50,28,418289,
11.6,11.966666666666667,0.8144527815247079,11.4,12.9,1.5,11.9,0.7211102550927981,11.2,12.9,1.700000000000001,11.785714285714286,0.6202917900165252,11.2,12.9,1.700000000000001,7,50,28,519108,
12.4,11.966666666666667,0.8144527815247079,11.4,12.9,1.5,11.74,0.6693280212272608,11.2,12.9,1.700000000000001,11.8,0.6137317546507326,11.2,12.9,1.700000000000001,7,50,28,619838,
11.2,12.3,0.6557438524302004,11.6,12.9,1.3000000000000007,11.98,0.6418722614352487,11.4,12.9,1.5,11.928571428571429,0.6343350474165469,11.2,12.9,1.700000000000001,7,50,28,720503,
12.9,11.733333333333333,0.6110100926607792,11.2,12.4,1.200000000000001,11.9,0.7211102550927981,11.2,12.9,1.700000000000001,11.757142857142856,0.647706576718046,11.2,12.9,1.700000000000001,7,50,28,821228,
11.7,12.166666666666666,0.873689494805411,11.2,12.9,1.700000000000001,12.2,0.7713624310270761,11.2,12.9,1.700000000000001,12.0,0.7187952884282611,11.2,12.9,1.700000000000001,7,50,28,921955,
11.1,11.933333333333334,0.873689494805411,11.2,12.9,1.700000000000001,11.959999999999999,0.6804410334481605,11.2,12.9,1.700000000000001,12.014285714285714,0.7104659772022199,11.2,12.9,1.700000000000001,7,50,29,22611,
12.1,11.9,0.9165151389911684,11.1,12.9,1.8000000000000007,11.86,0.7765307463326876,11.1,12.9,1.8000000000000007,11.971428571428572,0.7609517849690739,11.1,12.9,1.8000000000000007,7,50,29,123260,
12.3,11.633333333333333,0.5033222956847166,11.1,12.1,1.0,11.799999999999999,0.7348469228349538,11.1,12.9,1.8000000000000007,11.857142857142858,0.6502746672423456,11.1,12.9,1.8000000000000007,7,50,29,223984,
12.6,11.833333333333334,0.642910050732864,11.1,12.3,1.200000000000001,12.02,0.6723094525588649,11.1,12.9,1.8000000000000007,11.957142857142857,0.6579187965525407,11.1,12.9,1.8000000000000007,7,50,29,324656,
12.2,12.333333333333334,0.25166114784235827,12.1,12.6,0.5,11.959999999999999,0.5813776741499456,11.1,12.6,1.5,11.985714285714286,0.6841748592978542,11.1,12.9,1.8000000000000007,7,50,29,425292,
11.7,12.366666666666667,0.20816659994661324,12.2,12.6,0.40000000000000036,12.06,0.568330889535313,11.1,12.6,1.5,12.128571428571428,0.5908025211926734,11.1,12.9,1.8000000000000007,7,50,29,525984,
11.7,12.166666666666666,0.4509249752822896,11.7,12.6,0.9000000000000004,12.18,0.32710854467592276,11.7,12.6,0.9000000000000004,11.957142857142857,0.4961758520831867,11.1,12.6,1.5,7,50,29,626646,
11.0,11.866666666666665,0.28867513459481287,11.7,12.2,0.5,12.1,0.39370039370059084,11.7,12.6,0.9000000000000004,11.957142857142857,0.4961758520831867,11.1,12.6,1.5,7,50,29,727261,
12.3,11.466666666666667,0.4041451884327376,11.0,11.7,0.6999999999999993,11.84,0.6024948132556825,11.0,12.6,1.5999999999999996,11.942857142857143,0.5255382728122436,11.0,12.6,1.5999999999999996,7,50,29,827979,
11.3,11.666666666666666,0.6506407098647715,11.0,12.3,1.3000000000000007,11.78,0.5167204273105527,11.0,12.3,1.3000000000000007,11.971428571428572,0.5407226205560042,11.0,12.6,1.5999999999999996,7,50,29,928598,
12.6,11.533333333333333,0.6806859285554049,11.0,12.3,1.3000000000000007,11.6,0.4898979485566357,11.0,12.3,1.3000000000000007,11.82857142857143,0.570713838726805,11.0,12.6,1.5999999999999996,7,50,30,29304,
12.0,12.066666666666666,0.6806859285554041,11.3,12.6,1.299999999999999,11.78,0.6685805860178711,11.0,12.6,1.5999999999999996,11.82857142857143,0.570713838726805,11.0,12.6,1.5999999999999996,7,50,30,130050,
12.0,11.966666666666667,0.6506407098647706,11.3,12.6,1.299999999999999,11.84,0.6730527468185534,11.0,12.6,1.5999999999999996,11.8,0.5537749241945383,11.0,12.6,1.5999999999999996,7,50,30,230709,
12.5,12.2,0.34641016151377524,12.0,12.6,0.5999999999999996,12.040000000000001,0.48270073544588654,11.3,12.6,1.299999999999999,11.842857142857143,0.5563486402641867,11.0,12.6,1.5999999999999996,7,50,30,331289,
11.4,12.166666666666666,0.28867513459481287,12.0,12.5,0.5,12.08,0.5167204273105521,11.3,12.6,1.299999999999999,11.957142857142857,0.602376246923086,11.0,12.6,1.5999999999999996,7,50,30,431765,
12.2,11.966666666666667,0.55075705472861,11.4,12.5,1.0999999999999996,12.1,0.47958315233127174,11.4,12.6,1.1999999999999993,12.014285714285714,0.5080307452263474,11.3,12.6,1.299999999999999,7,50,30,532264,
12.3,12.033333333333333,0.5686240703077323,11.4,12.5,1.0999999999999996,12.02,0.4024922359499619,11.4,12.5,1.0999999999999996,12.0,0.4999999999999996,11.3,12.6,1.299999999999999,7,50,30,632757,
11.3,11.966666666666667,0.49328828623162463,11.4,12.3,0.9000000000000004,12.08,0.42071367935925247,11.4,12.5,1.0999999999999996,12.142857142857142,0.39940431835898993,11.4,12.6,1.1999999999999993,7,50,30,733212,
13.0,11.933333333333334,0.5507570547286098,11.3,12.3,1.0,11.94,0.5504543577809151,11.3,12.5,1.1999999999999993,11.957142857142857,0.4503966505838411,11.3,12.5,1.1999999999999993,7,50,30,833892,
11.1,12.200000000000001,0.8544003745317528,11.3,13.0,1.6999999999999993,12.040000000000001,0.7021395872616781,11.3,13.0,1.6999999999999993,12.1,0.5999999999999998,11.3,13.0,1.6999999999999993,7,50,30,934446,
12.9,11.8,1.0440306508910548,11.1,13.0,1.9000000000000004,11.98,0.7791020472312982,11.1,13.0,1.9000000000000004,11.971428571428572,0.7111359122659223,11.1,13.0,1.9000000000000004,7,50,31,35035,
11.7,12.333333333333334,1.069267662156363,11.1,13.0,1.9000000000000004,12.120000000000001,0.8843076387773657,11.1,13.0,1.9000000000000004,12.028571428571428,0.7739816658342877,11.1,13.0,1.9000000000000004,7,50,31,135575,
12.2,11.9,0.9165151389911684,11.1,12.9,1.8000000000000007,12.0,0.894427190999916,11.1,13.0,1.9000000000000004,12.071428571428571,0.7409774753982872,11.1,13.0,1.9000000000000004,7,50,31,236212,
12.6,12.266666666666666,0.6027713773341714,11.7,12.9,1.200000000000001,12.18,0.8043631020876085,11.1,13.0,1.9000000000000004,12.071428571428571,0.7409774753982872,11.1,13.0,1.9000000000000004,7,50,31,336917,
12.0,12.166666666666666,0.4509249752822896,11.7,12.6,0.9000000000000004,12.1,0.7176350047203665,11.1,12.9,1.8000000000000007,12.114285714285714,0.7646972634722219,11.1,13.0,1.9000000000000004,7,50,31,437390,
11.0,12.266666666666666,0.3055050463303892,12.0,12.6,0.5999999999999996,12.28,0.4764451699828641,11.7,12.9,1.200000000000001,12.214285714285714,0.6817344825970776,11.1,13.0,1.9000000000000004,7,50,31,537808,
11.8,11.866666666666667,0.8082903768654759,11.0,12.6,1.5999999999999996,11.9,0.5999999999999999,11.0,12.6,1.5999999999999996,11.928571428571429,0.7158079018709925,11.0,12.9,1.9000000000000004,7,50,31,638478,
12.8,11.6,0.5291502622129183,11.0,12.0,1.0,11.92,0.5932958789676528,11.0,12.6,1.5999999999999996,12.028571428571428,0.6237368187365718,11.0,12.9,1.9000000000000004,7,50,31,739230,
12.7,11.866666666666667,0.9018499505645792,11.0,12.8,1.8000000000000007,12.040000000000001,0.7127411872482186,11.0,12.8,1.8000000000000007,12.014285714285714,0.6011892975000233,11.0,12.8,1.8000000000000007,7,50,31,839990,
12.7,12.433333333333334,0.5507570547286098,11.8,12.8,1.0,12.06,0.7334848328356899,11.0,12.8,1.8000000000000007,12.157142857142857,0.6320789582985732,11.0,12.8,1.8000000000000007,7,50,31,940737,
11.5,12.733333333333333,0.0577350269189634,12.7,12.8,0.10000000000000142,12.2,0.7842193570679059,11.0,12.8,1.8000000000000007,12.228571428571428,0.6651172470932867,11.0,12.8,1.8000000000000007,7,50,32,41631,
11.6,12.299999999999999,0.6928203230275505,11.5,12.7,1.1999999999999993,12.3,0.6041522986797284,11.5,12.8,1.3000000000000007,12.071428571428571,0.6921326600064607,11.0,12.8,1.8000000000000007,7,50,32,142356,
12.7,11.933333333333334,0.665832811847939,11.5,12.7,1.1999999999999993,12.26,0.650384501660364,11.5,12.8,1.3000000000000007,12.014285714285714,0.7151423434733614,11.0,12.8,1.8000000000000007,7,50,32,243131,
12.1,11.933333333333334,0.665832811847939,11.5,12.7,1.1999999999999993,12.24,0.6308724118234998,11.5,12.7,1.1999999999999993,12.257142857142856,0.5912053869204925,11.5,12.8,1.3000000000000007,7,50,32,343900,
11.1,12.133333333333333,0.55075705472861,11.6,12.7,1.0999999999999996,12.12,0.5761944116355171,11.5,12.7,1.1999999999999993,12.299999999999999,0.5627314338711377,11.5,12.8,1.3000000000000007,7,50,32,444595,
11.1,11.966666666666667,0.8082903768654759,11.1,12.7,1.5999999999999996,11.799999999999999,0.6164414002968974,11.1,12.7,1.5999999999999996,12.057142857142857,0.6679749068568938,11.1,12.7,1.5999999999999996,7,50,32,545222,
12.5,11.433333333333334,0.5773502691896257,11.1,12.1,1.0,11.719999999999999,0.6870225614927066,11.1,12.7,1.5999999999999996,11.828571428571427,0.6848705126136025,11.1,12.7,1.5999999999999996,7,50,32,646067,
